timestamp,hour,day,day_of_week,month,weekend,lag_1h_kwh,lag_24h_kwh,rolling_mean_24h_kwh,avg_reactive_power,avg_voltage,avg_global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,energy_consumption_kwh
2006-12-17 18:00:00,18,17,6,12,1,3.4067666666666665,3.632199999999999,2.4651402777777776,0.13506666666666664,234.37233333333333,15.75,0.0,0.0,16.833333333333332,3.6971
2006-12-17 19:00:00,19,17,6,12,1,3.6971,3.400233333333333,2.4678444444444447,0.26516666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334,2.9084000000000003
2006-12-17 20:00:00,20,17,6,12,1,2.9084000000000003,3.268566666666667,2.447351388888889,0.27149999999999996,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,3.3615
2006-12-17 21:00:00,21,17,6,12,1,3.3615,3.056466666666666,2.451223611111111,0.26796666666666663,239.10416666666666,12.716666666666667,0.0,1.2,17.5,3.040766666666667
2006-12-17 22:00:00,22,17,6,12,1,3.040766666666667,2.200133333333333,2.450569444444444,0.23536666666666667,242.19233333333332,6.383333333333334,0.0,0.4166666666666667,2.5,1.518
2006-12-17 23:00:00,23,17,6,12,1,1.518,2.0616,2.4221472222222222,0.2218,245.734,1.9966666666666666,0.0,0.8,0.0,0.43773333333333336
2006-12-18 00:00:00,0,18,0,12,0,0.43773333333333336,1.8824666666666667,2.354486111111111,0.09906666666666666,244.60750000000002,1.2233333333333334,0.0,0.03333333333333333,0.0,0.2763666666666666
2006-12-18 01:00:00,1,18,0,12,0,0.2763666666666666,3.3494,2.287565277777778,0.1519,243.51933333333332,1.4166666666666667,0.0,0.5833333333333334,0.0,0.31329999999999997
2006-12-18 02:00:00,2,18,0,12,0,0.31329999999999997,1.5872666666666666,2.161061111111111,0.10906666666666666,246.89100000000002,1.2566666666666666,0.0,0.0,0.0,0.28446666666666665
2006-12-18 03:00:00,3,18,0,12,0,0.28446666666666665,1.6622,2.106777777777778,0.14776666666666666,245.73183333333333,1.4,0.0,0.5666666666666667,0.0,0.3099333333333334
2006-12-18 04:00:00,4,18,0,12,0,0.3099333333333334,2.2157666666666667,2.0504333333333333,0.08,245.507,4.176666666666667,0.0,0.06666666666666667,12.55,1.026333333333333
2006-12-18 05:00:00,5,18,0,12,0,1.026333333333333,1.9967333333333335,2.000873611111111,0.12193333333333332,245.2531666666667,1.2933333333333332,0.0,0.4666666666666667,0.0,0.2935
2006-12-18 06:00:00,6,18,0,12,0,0.2935,1.3033,1.9299055555555558,0.1129,245.70433333333332,2.6,0.0,0.08333333333333333,0.0,0.61
2006-12-18 07:00:00,7,18,0,12,0,0.61,1.6200333333333334,1.9010180555555556,0.153,240.96233333333333,10.22,0.08333333333333333,0.45,11.3,2.4504333333333332
2006-12-18 08:00:00,8,18,0,12,0,2.4504333333333332,1.8905666666666667,1.9356180555555556,0.07373333333333333,237.88033333333334,8.726666666666667,12.466666666666667,0.03333333333333333,17.35,2.082133333333333
2006-12-18 09:00:00,9,18,0,12,0,2.082133333333333,2.5490666666666666,1.9436,0.08516666666666667,237.40466666666669,6.816666666666666,5.166666666666667,0.48333333333333334,17.266666666666666,1.6293333333333337
2006-12-18 10:00:00,10,18,0,12,0,1.6293333333333337,3.6289000000000002,1.905277777777778,0.05283333333333333,239.0805,5.426666666666667,0.0,0.0,17.5,1.3096333333333336
2006-12-18 11:00:00,11,18,0,12,0,1.3096333333333336,2.4709999999999996,1.8086416666666667,0.12733333333333333,239.77100000000002,6.47,0.0,0.5166666666666667,17.6,1.5619333333333332
2006-12-18 12:00:00,12,18,0,12,0,1.5619333333333332,1.9158666666666666,1.770763888888889,0.0873,242.57999999999998,7.246666666666667,0.0,0.0,18.016666666666666,1.7560666666666669
2006-12-18 13:00:00,13,18,0,12,0,1.7560666666666669,1.6607666666666667,1.7641055555555554,0.1265,241.95416666666668,6.9399999999999995,0.0,0.5333333333333333,17.366666666666667,1.6820666666666668
2006-12-18 14:00:00,14,18,0,12,0,1.6820666666666668,2.0926333333333336,1.7649930555555555,0.049300000000000004,242.19650000000001,7.096666666666667,0.0,0.0,17.383333333333333,1.7330333333333334
2006-12-18 15:00:00,15,18,0,12,0,1.7330333333333334,2.9854,1.7500097222222222,0.10406666666666667,242.4235,7.3100000000000005,0.0,0.5166666666666667,17.983333333333334,1.7842999999999998
2006-12-18 16:00:00,16,18,0,12,0,1.7842999999999998,3.326033333333333,1.699963888888889,0.20443333333333333,242.38066666666666,8.096666666666668,0.0,0.0,17.983333333333334,1.9493
2006-12-18 17:00:00,17,18,0,12,0,1.9493,3.4067666666666665,1.6426,0.09780000000000001,238.72916666666666,8.993333333333334,0.0,0.3333333333333333,17.45,2.1548999999999996
2006-12-18 18:00:00,18,18,0,12,0,2.1548999999999996,3.6971,1.5904388888888892,0.0791,236.66850000000002,10.083333333333334,0.0,0.25,16.916666666666668,2.4025333333333334
2006-12-18 19:00:00,19,18,0,12,0,2.4025333333333334,2.9084000000000003,1.536498611111111,0.20076666666666665,235.32916666666668,11.19,0.0,9.1,0.0,2.6145
2006-12-18 20:00:00,20,18,0,12,0,2.6145,3.3615,1.5242527777777777,0.12036666666666666,234.52433333333335,13.046666666666665,0.0,0.5,13.25,3.050566666666667
2006-12-18 21:00:00,21,18,0,12,0,3.050566666666667,3.040766666666667,1.511297222222222,0.07173333333333334,237.59083333333334,9.24,0.0,0.0,3.716666666666667,2.1697333333333333
2006-12-18 22:00:00,22,18,0,12,0,2.1697333333333333,1.518,1.4750041666666667,0.10796666666666667,240.2115,7.25,0.0,8.85,0.0,1.7388000000000001
2006-12-18 23:00:00,23,18,0,12,0,1.7388000000000001,0.43773333333333336,1.4842041666666665,0.1325,242.65933333333334,6.6,0.0,20.316666666666666,0.0,1.5472666666666666
2006-12-19 00:00:00,0,19,1,12,0,1.5472666666666666,0.2763666666666666,1.5304347222222223,0.09283333333333334,242.07116666666667,3.5433333333333334,0.0,0.9666666666666667,8.15,0.8371333333333333
2006-12-19 01:00:00,1,19,1,12,0,0.8371333333333333,0.31329999999999997,1.5537999999999998,0.07586666666666667,241.80833333333334,1.57,0.0,0.25,0.7333333333333333,0.3530333333333333
2006-12-19 02:00:00,2,19,1,12,0,0.3530333333333333,0.28446666666666665,1.5554555555555556,0.10573333333333333,245.7795,1.4633333333333334,0.0,0.6333333333333333,0.0,0.32723333333333327
2006-12-19 03:00:00,3,19,1,12,0,0.32723333333333327,0.3099333333333334,1.5572375,0.073,244.46316666666664,1.3633333333333333,0.0,0.16666666666666666,0.0,0.3083000000000001
2006-12-19 04:00:00,4,19,1,12,0,0.3083000000000001,1.026333333333333,1.5571694444444446,0.10246666666666666,244.1865,1.5,0.0,0.7166666666666667,0.0,0.32783333333333337
2006-12-19 05:00:00,5,19,1,12,0,0.32783333333333337,0.2935,1.5280652777777777,0.07086666666666666,243.07583333333332,1.38,0.0,0.16666666666666666,0.0,0.3066666666666667
2006-12-19 06:00:00,6,19,1,12,0,0.3066666666666667,0.61,1.5286138888888887,0.10679999999999999,242.02966666666669,3.466666666666667,0.0,0.6833333333333333,0.0,0.7963333333333333
2006-12-19 07:00:00,7,19,1,12,0,0.7963333333333333,2.4504333333333332,1.5363777777777778,0.08443333333333333,239.42616666666666,7.543333333333334,0.0,0.0,7.4,1.7856333333333332
2006-12-19 08:00:00,8,19,1,12,0,1.7856333333333332,2.082133333333333,1.5086777777777778,0.12243333333333334,236.14633333333333,16.54,9.35,26.183333333333334,17.1,3.8790333333333336
2006-12-19 09:00:00,9,19,1,12,0,3.8790333333333336,1.6293333333333337,1.5835486111111112,0.08746666666666666,239.57233333333335,6.963333333333334,4.633333333333334,14.366666666666667,3.2666666666666666,1.617766666666667
2006-12-19 10:00:00,10,19,1,12,0,1.617766666666667,1.3096333333333336,1.5830666666666664,0.12576666666666667,242.30566666666667,1.9433333333333331,0.0,1.4166666666666667,0.0,0.43713333333333326
2006-12-19 11:00:00,11,19,1,12,0,0.43713333333333326,1.5619333333333332,1.5467125,0.08453333333333334,240.325,9.863333333333333,0.0,34.35,0.0,2.321633333333333
2006-12-19 12:00:00,12,19,1,12,0,2.321633333333333,1.7560666666666669,1.5783666666666665,0.13269999999999998,242.9586666666667,1.9233333333333333,0.0,2.9166666666666665,0.0,0.43066666666666664
2006-12-19 13:00:00,13,19,1,12,0,0.43066666666666664,1.6820666666666668,1.5231416666666666,0.08176666666666667,243.6025,1.2933333333333332,0.0,0.6166666666666667,0.0,0.3004666666666667
2006-12-19 14:00:00,14,19,1,12,0,0.3004666666666667,1.7330333333333334,1.465575,0.11886666666666666,246.94583333333333,1.3333333333333333,0.0,0.75,0.0,0.3021333333333335
